,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
0,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,1998-12-01,2000.0,1.0,1.0
1,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2000-04-01,9500.0,4.0,1.0
2,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2002-09-01,100.0,3.0,1.0
3,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2003-05-01,625.0,4.0,1.0
4,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2006-08-01,42.25,10.0,1.0
5,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2006-09-01,247.0,15.0,1.0
6,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2009-07-01,880.0,16.0,1.0
7,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2010-01-01,308.0,18.0,1.0
8,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2010-07-01,2358.0,15.0,1.0
9,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2011-01-01,352.0,14.0,1.0
10,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2011-03-01,341.0,12.0,1.0
11,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2011-08-01,944.0,18.0,1.0
12,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2011-12-01,3375.63,21.0,4.0
13,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2012-04-01,1015.0,19.0,1.0
14,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2012-06-01,994.74,15.0,1.0
15,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2012-12-01,1782.76,21.0,3.0
16,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-01-01,881.0,12.0,1.0
17,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-03-01,924.0,17.0,1.0
18,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-06-01,1462.82,21.0,2.0
19,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-08-01,1007.03,18.0,1.0
20,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-09-01,1921.78,17.0,2.0
21,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-10-01,1490.46,17.0,1.0
22,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2013-12-01,352.0,8.0,1.0
23,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-01-01,1387.47,8.0,1.0
24,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-03-01,1733.23,3.0,1.0
25,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-04-01,2303.42,25.0,2.0
26,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-05-01,910.29,17.0,1.0
27,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-06-01,880.0,17.0,1.0
28,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-09-01,904.04,8.0,2.0
29,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-11-01,1320.0,6.0,1.0
30,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2014-12-01,1540.0,12.0,1.0
31,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-02-01,3015.0,12.0,3.0
32,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-04-01,1230.0,16.0,1.0
33,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-05-01,924.0,16.0,1.0
34,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-06-01,1852.87,22.0,2.0
35,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-08-01,1141.41,16.0,2.0
36,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-09-01,1083.48,5.0,2.0
37,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-11-01,724.44,16.0,1.0
38,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2015-12-01,9000.0,17.0,5.0
39,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-01-01,5148.0,23.0,4.0
40,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-04-01,2684.0,24.0,3.0
41,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-05-01,32409.0,43.0,8.0
42,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-06-01,817.0,3.0,1.0
43,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-10-01,16425.0,60.0,4.0
44,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-11-01,4144.8,12.0,1.0
45,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2016-12-01,2420.0,16.0,1.0
46,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-01-01,1408.0,17.0,1.0
47,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-04-01,5372.0,32.0,7.0
48,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-05-01,8360.0,40.0,2.0
49,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-06-01,4465.0,24.0,3.0
50,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-08-01,15840.21,34.0,7.0
51,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-11-01,2013.33,19.0,1.0
52,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2017-12-01,8405.0,42.0,5.0
53,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-01-01,318.0,3.0,2.0
54,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-03-01,3292.97,33.0,3.0
55,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-04-01,4202.75,22.0,3.0
56,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-05-01,1835.0,18.0,2.0
57,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-07-01,18630.0,37.0,7.0
58,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-08-01,9288.0,18.0,3.0
59,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2018-12-01,4128.0,22.0,2.0
60,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-01-01,100.0,4.0,1.0
61,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-02-01,4300.0,4.0,1.0
62,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-04-01,3582.0,20.0,2.0
63,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-06-01,10632.0,28.0,7.0
64,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-07-01,150.0,2.0,1.0
65,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-08-01,4007.0,25.0,3.0
66,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-10-01,8628.0,19.0,7.0
67,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-11-01,14520.0,28.0,5.0
68,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2019-12-01,9367.0,26.0,6.0
69,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-01-01,11954.0,50.0,1.0
70,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-02-01,10069.0,31.0,4.0
71,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-03-01,100.0,2.0,1.0
72,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-06-01,9340.0,23.0,4.0
73,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-07-01,1812.0,4.0,1.0
74,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-09-01,2450.0,18.0,1.0
75,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-10-01,5703.0,22.0,2.0
76,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-11-01,4214.0,19.0,3.0
77,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2020-12-01,5630.0,20.0,2.0
78,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-01-01,12304.0,36.0,6.0
79,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-02-01,6257.2,23.0,6.0
80,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-03-01,1518.0,6.0,1.0
81,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-05-01,2173.0,6.0,1.0
82,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-06-01,7091.0,28.0,2.0
83,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-08-01,300.0,6.0,1.0
84,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-09-01,2618.0,27.0,1.0
85,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-10-01,1714.0,21.0,1.0
86,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-11-01,3597.0,24.0,1.0
87,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2021-12-01,8334.0,33.0,2.0
88,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-01-01,2211.0,1.0,1.0
89,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-02-01,5023.0,20.0,2.0
90,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-04-01,6260.0,34.0,3.0
91,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-05-01,9412.64,34.0,3.0
92,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-06-01,8004.0,18.0,2.0
93,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-07-01,1244.0,8.0,1.0
94,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-08-01,1315.65,12.0,3.0
95,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-09-01,3775.27,52.0,5.0
96,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-10-01,54684.56,35.0,7.0
97,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-11-01,4198.19,23.0,4.0
98,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2022-12-01,6110.85,51.0,7.0
99,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-01-01,3932.6,30.0,5.0
100,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-02-01,4922.49,37.0,4.0
101,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-03-01,4248.88,48.0,3.0
102,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-04-01,3833.53,35.0,2.0
103,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-05-01,4275.1,33.0,3.0
104,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-06-01,6556.8,8.0,2.0
105,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-07-01,3732.2,20.0,2.0
106,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-08-01,7246.29,48.0,2.0
107,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-09-01,2190.13,40.0,2.0
108,Age of Empires,1997-01-01,Strategy,510716.46,375857.63,0.735941876633465,473,265,,2023-10-01,614.9,8.0,1.0
109,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-01-01,35335.86,2.0,1.0
110,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-02-01,450.0,5.0,1.0
111,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-04-01,5015.0,1.0,1.0
112,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-05-01,225.0,0.0,2.0
113,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-06-01,1006.8,5.0,2.0
114,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-08-01,9192.0,9.0,3.0
115,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-09-01,12378.11,11.0,3.0
116,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-10-01,50000.0,4.0,1.0
117,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2000-12-01,165.53,5.0,2.0
118,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-01-01,1200.0,6.0,2.0
119,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-03-01,1641.29,12.0,5.0
120,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-04-01,200.0,1.0,1.0
121,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-05-01,500.0,1.0,1.0
122,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-06-01,500.0,4.0,1.0
123,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-08-01,500.0,1.0,1.0
124,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-11-01,95000.0,16.0,1.0
125,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2001-12-01,61000.0,20.0,5.0
126,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-01-01,1000.0,1.0,1.0
127,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-02-01,1000.0,1.0,1.0
128,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-03-01,1000.0,1.0,1.0
129,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-04-01,5500.0,4.0,2.0
130,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-05-01,2000.0,4.0,2.0
131,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-06-01,1000.0,1.0,1.0
132,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-07-01,16450.0,9.0,4.0
133,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-08-01,8850.0,14.0,8.0
134,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-09-01,6618.95,11.0,5.0
135,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-10-01,1000.0,1.0,1.0
136,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-11-01,44000.0,9.0,2.0
137,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2002-12-01,5950.0,13.0,2.0
138,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-01-01,10500.0,16.0,3.0
139,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-02-01,380.0,4.0,2.0
140,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-04-01,1980.0,5.0,3.0
141,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-05-01,760.0,6.0,4.0
142,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-06-01,380.0,4.0,2.0
143,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-07-01,200.0,1.0,1.0
144,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-08-01,7000.0,8.0,1.0
145,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-10-01,1000.0,4.0,1.0
146,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-11-01,3347.02,7.0,2.0
147,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2003-12-01,2150.0,15.0,2.0
148,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-01-01,5900.0,14.0,4.0
149,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-05-01,300.0,2.0,1.0
150,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-06-01,25000.0,40.0,1.0
151,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-07-01,700.0,2.0,1.0
152,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-08-01,1000.0,5.0,2.0
153,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-09-01,487.07,3.0,2.0
154,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-11-01,658.13,2.0,1.0
155,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2004-12-01,11520.0,76.0,3.0
156,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-01-01,50.0,1.0,1.0
157,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-02-01,200.0,1.0,1.0
158,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-03-01,8000.0,8.0,1.0
159,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-04-01,2000.0,4.0,1.0
160,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-05-01,2000.0,5.0,1.0
161,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-06-01,15000.0,35.0,2.0
162,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-07-01,716.91,2.0,1.0
163,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-08-01,9900.0,11.0,3.0
164,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-10-01,2500.0,8.0,1.0
165,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2005-12-01,450.0,9.0,1.0
166,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2006-02-01,19979.0,44.0,2.0
167,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2006-06-01,200.0,3.0,1.0
168,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2006-07-01,153.54,3.0,1.0
169,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2006-12-01,5000.0,16.0,1.0
170,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2007-01-01,10000.0,16.0,1.0
171,Age of Empires II,1999-01-01,Strategy,3253232.59,1139384.57,0.350231512343235,1994,1613,,2007-02-01,777.9,3.0,1.0
